tool_id,metric_id,dimensions,themes,metric_question
83,10,environment,NA,effect on habitat potential of wild flora species
83,11,economic,NA,gross margin per year
83,12,social,NA,acceptance for implementation
310,1,environment,air (reducing uncontrollable waste disposal and management),% waste disposed at the landfill
310,2,environment,air (reducing uncontrollable waste disposal and management),% of vineyard waste treated in anyway
310,3,environment,air (reducing uncontrollable waste disposal and management),% of components with re-usage potential in the total amount of vineyard waste
310,4,environment,air (reducing green house gas emission),% of reduction in waste being disposed
310,5,environment,air (reducing green house gas emission),amount of waste that can be recycled or treated in a different way
310,6,environment,water (ground and surface)/reducing water pollution to the level where there is no negative effect on the quality of water;,bod & cod upstream & downstream from the vineyard waste disposal location
310,7,environment,water (ground and surface)/reducing water pollution to the level where there is no negative effect on the quality of water;,change in the ground water quality
310,8,environment,water (ground and surface)/preventing accumulation of bio-waste from vineyards in river beds,nutrients in water
310,9,environment,water (ground and surface)/preventing accumulation of bio-waste from vineyards in river beds,number of physical obstacles in watercourses that affect the hydrologic regime as a consequence of inadequate vineyard waste management
310,10,environment,soil (reducing chemical soil pollution),% of the area under vineyards with reduced soil acidity due to the waste disposal in situ
310,11,environment,soil (reducing chemical soil pollution),% of reduction of organic winery waste disposal on the soils
310,12,environment,biodiversity/reducing negative impact on biodiversity,number and type of habitats affected by waste management activities
310,13,environment,landscapes/protecting landscapes and protected natural areas,number of places threatened by the inadequate vineyard waste disposal
310,14,environment,landscapes/protecting landscapes and protected natural areas,number of valuable vistas threatened by inadequate vineyard waste management
310,15,economic,"advancing knowledge through education, transfer of knowledge and stimulation of economic growth",increasing number of vineyard workers educated about waste management
310,16,economic,"advancing knowledge through education, transfer of knowledge and stimulation of economic growth",% of profit invested in development of waste management equipment infrastructure
310,17,economic,"advancing knowledge through education, transfer of knowledge and stimulation of economic growth",profit of wineries made from the implementation of the project of using waste as resource
310,18,economic,"advancing knowledge through education, transfer of knowledge and stimulation of economic growth",profit of wineries made from joint waste management and development of wine tourism
310,19,economic,"advancing knowledge through education, transfer of knowledge and stimulation of economic growth",increased capacities needed for sustainable waste management
88,1,environment,natural capital,increase in yield.
88,2,environment,natural capital,increase in yield per unit area.
88,3,environment,natural capital,increase in yield per unit cost of inputs.
88,4,environment,natural capital,better quality of beans.
88,5,economic,physical capital,ownership of sprayer
88,6,economic,physical capital,ownership of prunner
88,7,economic,physical capital,ownership of harvester
88,8,economic,physical capital,access to vehicles
88,9,economic,physical capital,access to sprayers
88,10,economic,physical capital,access to prunner
88,11,economic,physical capital,access to harvester
88,12,economic,financial capital,increase in income levels
88,13,economic,financial capital,increase in saving levels
88,14,economic,financial capital,decrease in debt levels
88,15,economic,financial capital,access to credit facility
88,16,human,human capital,access to skilled labour
88,17,human,human capital,access to unskilled labour
88,18,human,human capital,access to public extension services (e.g.aeas)
88,19,human,human capital,access to private extension services (e.g. ngos)
88,20,social,social capital,membership to association or farmer group
88,21,social,social capital,support from association/farmer group
88,22,social,social capital,ability to feed family members
88,23,social,social capital,support to other family members
88,24,social,social capital,support to friends
88,25,social,social capital,ability to pay school fees.
88,26,social,social capital,other social obligations (e.g. funeral dues and basic rate)
89,1,economic,NA,return on asset of farm (%)
89,2,economic,NA,economic efficiency
89,3,economic,NA,net farm income per capita ($)
89,4,economic,NA,agricultural population density (person ha-1)
89,5,economic,NA,ratio of farms planning operating investment (%)
89,6,economic,NA,ratio of farms that made capital investment to farm in the last 5 years (%)
89,7,economic,NA,ratio of farms that made capital investment to non-farming operations (%)
89,8,economic,NA,ratio of farms deciding to give up farming practice altogether (%)
89,9,economic,NA,ratio of farms that wanted the continuation of agricultural subsidies (%)
89,10,economic,NA,ratio of farms having agricultural insurance (%)
